Group,Putative stress type,Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection,Stress type,Stress intensity,Stress duration (in hrs),Reason for assignment,Control /Treatment,Run,Experiment,Sample,taxid,name
,Heat,SRX11547137,NM70,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582755,,2579.51,1,29137119,8799409938,NM70,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241245,SRX11547137,SRS9582755,4577,Zea mays
,Heat,SRX11547136,NM45,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582753,,2456.06,1,27781218,8389927836,NM45,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241246,SRX11547136,SRS9582753,4577,Zea mays
,Heat,SRX11547135,NM95,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582752,,3521.35,1,40316206,12175494212,NM95,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241247,SRX11547135,SRS9582752,4577,Zea mays
,Heat,SRX11547134,NM20,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582751,,3198.99,1,35575350,10743755700,NM20,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241248,SRX11547134,SRS9582751,4577,Zea mays
,Heat,SRX11547133,NM69,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582750,,2802.95,1,31546273,9526974446,NM69,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241249,SRX11547133,SRS9582750,4577,Zea mays
,Heat,SRX11547132,HY121,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582749,,3019.5,1,34362822,10377572244,HY121,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241250,SRX11547132,SRS9582749,4577,Zea mays
,Heat,SRX11547131,HY49,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582748,,2929.13,1,33538691,10128684682,HY49,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241251,SRX11547131,SRS9582748,4577,Zea mays
,Heat,SRX11547130,NM44,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582747,,3113.28,1,35164360,10619636720,NM44,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241252,SRX11547130,SRS9582747,4577,Zea mays
,Heat,SRX11547129,NM94,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582746,,3422.78,1,39030282,11787145164,NM94,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241253,SRX11547129,SRS9582746,4577,Zea mays
,Heat,SRX11547128,NM19,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582745,,2689.22,1,30360732,9168941064,NM19,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241254,SRX11547128,SRS9582745,4577,Zea mays
,Heat,SRX11547127,NM68,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582744,,3128.35,1,35512504,10724776208,NM68,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241255,SRX11547127,SRS9582744,4577,Zea mays
,Heat,SRX11547126,NM43,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582743,,3513.87,1,40062497,12098874094,NM43,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241256,SRX11547126,SRS9582743,4577,Zea mays
,Heat,SRX11547125,NM93,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582742,,3059.73,1,35267460,10650772920,NM93,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241257,SRX11547125,SRS9582742,4577,Zea mays
,Heat,SRX11547124,NM18,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582741,,2612.03,1,29320021,8854646342,NM18,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241258,SRX11547124,SRS9582741,4577,Zea mays
,Heat,SRX11547123,NM67,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582740,,3005.71,1,34068849,10288792398,NM67,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241259,SRX11547123,SRS9582740,4577,Zea mays
,Heat,SRX11547122,NM42,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582739,,2560.11,1,28248582,8531071764,NM42,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241260,SRX11547122,SRS9582739,4577,Zea mays
,Heat,SRX11547121,NM92,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582738,,3973.92,1,45424443,13718181786,NM92,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241261,SRX11547121,SRS9582738,4577,Zea mays
,Heat,SRX11547120,HY115,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582737,,2647.86,1,30185452,9116006504,HY115,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241262,SRX11547120,SRS9582737,4577,Zea mays
,Heat,SRX11547119,NM17,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582736,,2511.75,1,28228581,8525031462,NM17,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241263,SRX11547119,SRS9582736,4577,Zea mays
,Heat,SRX11547118,HY59,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582735,,2904.87,1,33568499,10137686698,HY59,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241264,SRX11547118,SRS9582735,4577,Zea mays
,Heat,SRX11547117,HY89,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582734,,2601.74,1,29919639,9035730978,HY89,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241265,SRX11547117,SRS9582734,4577,Zea mays
,Heat,SRX11547116,HY83,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582733,,2281.99,1,26182586,7907140972,HY83,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241266,SRX11547116,SRS9582733,4577,Zea mays
,Heat,SRX11547115,HY77,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582732,,2571.1,1,29657026,8956421852,HY77,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241267,SRX11547115,SRS9582732,4577,Zea mays
,Heat,SRX11547114,HY35,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582731,,2783.98,1,32086106,9690004012,HY35,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241268,SRX11547114,SRS9582731,4577,Zea mays
,Heat,SRX11547113,HY29,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582730,,2663.94,1,30580993,9235459886,HY29,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241269,SRX11547113,SRS9582730,4577,Zea mays
,Heat,SRX11547112,HY23,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582729,,2888.3,1,32962051,9954539402,HY23,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241270,SRX11547112,SRS9582729,4577,Zea mays
,Heat,SRX11547111,HY5,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582728,,2940.46,1,33739421,10189305142,HY5,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241271,SRX11547111,SRS9582728,4577,Zea mays
,Heat,SRX11547110,HY17,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582727,,2585.02,1,29363673,8867829246,HY17,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241272,SRX11547110,SRS9582727,4577,Zea mays
,Heat,SRX11547109,HY11,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582726,,2519.89,1,28554418,8623434236,HY11,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241273,SRX11547109,SRS9582726,4577,Zea mays
,Heat,SRX11547108,HY19,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582725,,2839.13,1,32268568,9745107536,HY19,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241274,SRX11547108,SRS9582725,4577,Zea mays
,Heat,SRX11547107,HY95,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582724,,2699.01,1,31270168,9443590736,HY95,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241275,SRX11547107,SRS9582724,4577,Zea mays
,Heat,SRX11547106,HY107,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582722,,2900.86,1,33315886,10061397572,HY107,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241276,SRX11547106,SRS9582722,4577,Zea mays
,Heat,SRX11547105,HY101,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582723,,3124.1,1,35576544,10744116288,HY101,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241277,SRX11547105,SRS9582723,4577,Zea mays
,Heat,SRX11547104,HY53,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582721,,2684.99,1,30729307,9280250714,HY53,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241278,SRX11547104,SRS9582721,4577,Zea mays
,Heat,SRX11547103,HY47,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582720,,2444.2,1,28133885,8496433270,HY47,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241279,SRX11547103,SRS9582720,4577,Zea mays
,Heat,SRX11547102,HY41,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582719,,2781.93,1,32010125,9667057750,HY41,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241280,SRX11547102,SRS9582719,4577,Zea mays
,Heat,SRX11547101,HY123,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582718,,2601.84,1,29412556,8882591912,HY123,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241281,SRX11547101,SRS9582718,4577,Zea mays
,Heat,SRX11547100,HY117,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582717,,2534.92,1,29424661,8886247622,HY117,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241282,SRX11547100,SRS9582717,4577,Zea mays
,Heat,SRX11547099,HY111,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582716,,2383.33,1,27501744,8305526688,HY111,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241283,SRX11547099,SRS9582716,4577,Zea mays
,Heat,SRX11547098,HY69,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582715,,2498.45,1,28682009,8661966718,HY69,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241284,SRX11547098,SRS9582715,4577,Zea mays
,Heat,SRX11547097,HY7,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582714,,2605.46,1,29776065,8992371630,HY7,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241285,SRX11547097,SRS9582714,4577,Zea mays
,Heat,SRX11547096,HY63,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582713,,2836.3,1,32599220,9844964440,HY63,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241286,SRX11547096,SRS9582713,4577,Zea mays
,Heat,SRX11547095,HY57,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582712,,3470.43,1,40083883,12105332666,HY57,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241287,SRX11547095,SRS9582712,4577,Zea mays
,Heat,SRX11547094,HY87,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582711,,2523.05,1,28936732,8738893064,HY87,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241288,SRX11547094,SRS9582711,4577,Zea mays
,Heat,SRX11547093,HY81,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582710,,2741.77,1,31388473,9479318846,HY81,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241289,SRX11547093,SRS9582710,4577,Zea mays
,Heat,SRX11547092,HY75,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582709,,2759.75,1,31940299,9645970298,HY75,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241290,SRX11547092,SRS9582709,4577,Zea mays
,Heat,SRX11547091,HY33,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582708,,3396.52,1,39157947,11825699994,HY33,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241291,SRX11547091,SRS9582708,4577,Zea mays
,Heat,SRX11547090,HY27,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582707,,2605.88,1,30069873,9081101646,HY27,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241292,SRX11547090,SRS9582707,4577,Zea mays
,Heat,SRX11547089,HY21,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582706,,2395.28,1,27588445,8331710390,HY21,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241293,SRX11547089,SRS9582706,4577,Zea mays
,Heat,SRX11547088,HY9,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582705,,3077.97,1,35150195,10615358890,HY9,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241294,SRX11547088,SRS9582705,4577,Zea mays
,Heat,SRX11547087,HY65,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582704,,2330.93,1,26861700,8112233400,HY65,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241295,SRX11547087,SRS9582704,4577,Zea mays
,Heat,SRX11547086,HY25,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582703,,3073.36,1,35227417,10638679934,HY25,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241296,SRX11547086,SRS9582703,4577,Zea mays
,Heat,SRX11547085,HY43,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582702,,2714.69,1,31141922,9404860444,HY43,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241297,SRX11547085,SRS9582702,4577,Zea mays
,Heat,SRX11547084,HY37,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582701,,3048.37,1,34950718,10555116836,HY37,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,1,Biosample Reference,Treatment,SRR15241298,SRX11547084,SRS9582701,4577,Zea mays
,Heat,SRX11547083,HY124,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582700,,2437.97,1,27870760,8416969520,HY124,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241299,SRX11547083,SRS9582700,4577,Zea mays
,Heat,SRX11547082,HY118,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582699,,2775.42,1,31806348,9605517096,HY118,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241300,SRX11547082,SRS9582699,4577,Zea mays
,Heat,SRX11547081,HY91,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582698,,3185.06,1,36489088,11019704576,HY91,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241301,SRX11547081,SRS9582698,4577,Zea mays
,Heat,SRX11547080,HY112,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582697,,4167.68,1,48118060,14531654120,HY112,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241302,SRX11547080,SRS9582697,4577,Zea mays
,Heat,SRX11547079,HY70,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582696,,2424.29,1,27969547,8446803194,HY70,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241303,SRX11547079,SRS9582696,4577,Zea mays
,Heat,SRX11547078,HY64,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582695,,2499.86,1,28777910,8690928820,HY64,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241304,SRX11547078,SRS9582695,4577,Zea mays
,Heat,SRX11547077,HY58,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582694,,2325.17,1,26563426,8022154652,HY58,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,1,Biosample Reference,Treatment,SRR15241305,SRX11547077,SRS9582694,4577,Zea mays
,Heat,SRX11547076,HY88,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582693,,2677.37,1,30866696,9321742192,HY88,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241306,SRX11547076,SRS9582693,4577,Zea mays
,Heat,SRX11547075,HY82,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582692,,2910.66,1,33278076,10049978952,HY82,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241307,SRX11547075,SRS9582692,4577,Zea mays
,Heat,SRX11547074,HY76,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582691,,3468.47,1,39833315,12029661130,HY76,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,25,Biosample Reference,Control ,SRR15241308,SRX11547074,SRS9582691,4577,Zea mays
,Heat,SRX11547073,HY34,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582690,,2304.25,1,27296215,8243456930,HY34,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241309,SRX11547073,SRS9582690,4577,Zea mays
,Heat,SRX11547072,HY28,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582689,,2656.87,1,30025846,9067805492,HY28,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241310,SRX11547072,SRS9582689,4577,Zea mays
,Heat,SRX11547071,HY22,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582688,,2646.59,1,30224173,9127700246,HY22,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,1,Biosample Reference,Control ,SRR15241311,SRX11547071,SRS9582688,4577,Zea mays
,Heat,SRX11547070,HY103,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582687,,3020.31,1,34832600,10519445200,HY103,RNA-Seq,TRANSCRIPTOMIC,unspecified,Cold,6℃/2℃,25,Biosample Reference,Treatment,SRR15241312,SRX11547070,SRS9582687,4577,Zea mays
,Heat,SRX11547069,TC63,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582686,,3063.49,1,34991576,10567455952,TC63,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,25,Biosample Reference,Treatment,SRR15241313,SRX11547069,SRS9582686,4577,Zea mays
,Heat,SRX11547068,HY4,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582684,,2485.44,1,28440373,8588992646,HY4,RNA-Seq,TRANSCRIPTOMIC,unspecified,Temperature ,30℃/20℃,0,Biosample Reference,Control ,SRR15241314,SRX11547068,SRS9582684,4577,Zea mays
,Heat,SRX11547067,TC48,Zea mays,Illumina NovaSeq 6000,University of Minnesota,SRP329764,Prediction of conserved and variable heat and cold stress response in maize using cis-regulatory information,SRS9582685,,2524.47,1,28542017,8619689134,TC48,RNA-Seq,TRANSCRIPTOMIC,unspecified,Heat,39℃/29℃,4,Biosample Reference,Treatment,SRR15241315,SRX11547067,SRS9582685,4577,Zea mays
